CATEGORYID,LARGEID,LARGENAME,MEDIUMID,MEDIUMNAME,SMALLID,SMALLNAME,PAGES
3P0101,3P,冶具板金,01,治具,01,機械用治具製作,A
3P0102,3P,冶具板金,01,治具,02,研究用治具製作,A
3P0199,3P,冶具板金,01,治具,99,その他,A
3P0201,3P,冶具板金,02,板金,01,機械用板金（工事・部材含む）,A
3P0202,3P,冶具板金,02,板金,02,研究用板金製作,A
3P0299,3P,冶具板金,02,板金,99,その他,A
4Q0101,4Q,輸送機関,01,車両,01,自動車,A
4Q0102,4Q,輸送機関,01,車両,02,バイク,A
4Q0103,4Q,輸送機関,01,車両,03,自転車,A
4Q0104,4Q,輸送機関,01,車両,04,構内運搬車両,A
4Q0195,4Q,輸送機関,01,車両,95,リース・レンタル,A
4Q0199,4Q,輸送機関,01,車両,99,その他,A
5R0101,5R,施設工事,01,建築工事,01,新・増築工事,A
5R0191,5R,施設工事,01,建築工事,91,改修・修理工事,A
5R0192,5R,施設工事,01,建築工事,92,点検・整備工事,A
5R0196,5R,施設工事,01,建築工事,96,解体・撤去・移設工事,A
5R0199,5R,施設工事,01,建築工事,99,その他,A
5R0201,5R,施設工事,02,土木工事,01,舗装工事,A
5R0202,5R,施設工事,02,土木工事,02,機械基礎・ピット工事,A
5R0203,5R,施設工事,02,土木工事,03,造成工事,A
5R0291,5R,施設工事,02,土木工事,91,改修・修理工事,A
5R0292,5R,施設工事,02,土木工事,92,点検・整備工事,A
5R0296,5R,施設工事,02,土木工事,96,解体・撤去工事,A
5R0299,5R,施設工事,02,土木工事,99,その他,A
5R0301,5R,施設工事,03,測量・調査,01,建築・土木工事,A
5R0302,5R,施設工事,03,測量・調査,02,空調・配管工事,A
5R0303,5R,施設工事,03,測量・調査,03,電気工事,A
5R0399,5R,施設工事,03,測量・調査,99,その他,A
5R0401,5R,施設工事,04,給排水工事,01,新・追加工事,A
5R0491,5R,施設工事,04,給排水工事,91,改修・修理工事,A
5R0492,5R,施設工事,04,給排水工事,92,点検・整備工事,A
5R0496,5R,施設工事,04,給排水工事,96,解体・撤去・移設工事,A
5R0499,5R,施設工事,04,給排水工事,99,その他,A
5R0501,5R,施設工事,05,電気工事,01,新・追加工事,A
5R0591,5R,施設工事,05,電気工事,91,改修・修理工事,A
5R0592,5R,施設工事,05,電気工事,92,点検・整備工事,A
5R0596,5R,施設工事,05,電気工事,96,解体・撤去・移設工事,A
5R0599,5R,施設工事,05,電気工事,99,その他,A
5R0601,5R,施設工事,06,ガス工事,01,新・追加工事,A
5R0691,5R,施設工事,06,ガス工事,91,改修・修理工事,A
5R0692,5R,施設工事,06,ガス工事,92,点検・整備工事,A
5R0696,5R,施設工事,06,ガス工事,96,解体・撤去・移設工事,A
5R0699,5R,施設工事,06,ガス工事,99,その他,A
5R0701,5R,施設工事,07,空調工事,01,新・追加工事,A
5R0791,5R,施設工事,07,空調工事,91,改修・修理工事,A
5R0792,5R,施設工事,07,空調工事,92,点検・整備工事,A
5R0796,5R,施設工事,07,空調工事,96,解体・撤去・移設工事,A
5R0799,5R,施設工事,07,空調工事,99,その他,A
5R0801,5R,施設工事,08,情報通信工事,01,新・追加工事,A
5R0891,5R,施設工事,08,情報通信工事,91,改修・修理工事,A
5R0892,5R,施設工事,08,情報通信工事,92,点検・整備工事,A
5R0896,5R,施設工事,08,情報通信工事,96,解体・撤去・移設工事,A
5R0899,5R,施設工事,08,情報通信工事,99,その他,A
5R0995,5R,施設工事,09,倉庫,95,リース・レンタル,A
5R1095,5R,施設工事,10,倉庫設備,95,リース・レンタル,A
5R1195,5R,施設工事,11,住宅,95,リース・レンタル,A
5R1295,5R,施設工事,12,オフィススペース,95,リース・レンタル,A
5R9901,5R,施設工事,99,その他,01,新・追加工事,A
5R9991,5R,施設工事,99,その他,91,改修・修理工事,A
5R9992,5R,施設工事,99,その他,92,点検・整備工事,A
5R9996,5R,施設工事,99,その他,96,解体・撤去・移設工事,A
5R9999,5R,施設工事,99,その他,99,その他,A
5U0101,5U,外注委託,01,環境衛生,01,清掃,A
5U0102,5U,外注委託,01,環境衛生,02,廃棄,A
5U0103,5U,外注委託,01,環境衛生,03,産業廃棄物,A
5U0201,5U,外注委託,02,生産支援,01,梱包・運搬,A
5U0202,5U,外注委託,02,生産支援,02,品質・検査,A
5U0301,5U,外注委託,03,マーケティング・広報,01,広告,A
5U0302,5U,外注委託,03,マーケティング・広報,02,広報活動,A
5U0303,5U,外注委託,03,マーケティング・広報,03,イベント,A
5U0304,5U,外注委託,03,マーケティング・広報,04,メディア,A
5U0305,5U,外注委託,03,マーケティング・広報,05,市場調査,A
5U0401,5U,外注委託,04,納入物流,01,国内運賃,A
5U0402,5U,外注委託,04,納入物流,02,国内運賃（不定期便）,A
5U0403,5U,外注委託,04,納入物流,03,社外倉庫保管費,A
5U9901,5U,外注委託,99,その他,01,教育,A
5U9902,5U,外注委託,99,その他,02,セキュリティ,A
5U9903,5U,外注委託,99,その他,03,旅行,A
5U9904,5U,外注委託,99,その他,04,医療,A
5U9905,5U,外注委託,99,その他,05,【無断使用禁止】サービス資料作成費,A
5U9999,5U,外注委託,99,その他,99,その他,A
7A0101,7A,事務・技術系業務委託,01,ソフトウェア開発,01,製品組込ソフトウェア開発,A
7A0103,7A,事務・技術系業務委託,01,ソフトウェア開発,03,業務系ソフトウェア開発,A
7A0105,7A,事務・技術系業務委託,01,ソフトウェア開発,05,開発環境構築,A
7A0107,7A,事務・技術系業務委託,01,ソフトウェア開発,07,その他ソフトウェア開発関連業務,A
7A0301,7A,事務・技術系業務委託,03,機械・電子ハード設計,01,機械設計・解析,A
7A0303,7A,事務・技術系業務委託,03,機械・電子ハード設計,03,基板設計・解析,A
7A0305,7A,事務・技術系業務委託,03,機械・電子ハード設計,05,半導体設計・解析,A
7A0501,7A,事務・技術系業務委託,05,試験・分析・測定,01,信頼性試験（DN構内常駐）,A
7A0503,7A,事務・技術系業務委託,05,試験・分析・測定,03,EMC試験,A
7A0505,7A,事務・技術系業務委託,05,試験・分析・測定,05,ストレス試験,A
7A0507,7A,事務・技術系業務委託,05,試験・分析・測定,07,分解・断面精査,A
7A0509,7A,事務・技術系業務委託,05,試験・分析・測定,09,その他試験,A
7A0511,7A,事務・技術系業務委託,05,試験・分析・測定,11,材料分析・構造解析,A
7A0513,7A,事務・技術系業務委託,05,試験・分析・測定,13,におい分析,A
7A0515,7A,事務・技術系業務委託,05,試験・分析・測定,15,作業環境測定、水質分析,A
7A0517,7A,事務・技術系業務委託,05,試験・分析・測定,17,その他分析、測定,A
7A0701,7A,事務・技術系業務委託,07,翻訳・通訳,01,翻訳・通訳,A
7A9999,7A,事務・技術系業務委託,99,その他事務技術系業務委託,99,コンサルティング、調査、他,A
7B0101,7B,労働者派遣,01,労働者派遣,01,事務系業務,A
7B0103,7B,労働者派遣,01,労働者派遣,03,ソフト開発業務,A
7B0105,7B,労働者派遣,01,労働者派遣,05,機械・電子ハード設計業務,A
7B0107,7B,労働者派遣,01,労働者派遣,07,試験・分析・測定業務,A
7B0109,7B,労働者派遣,01,労働者派遣,09,その他技術系業務,A
7B0111,7B,労働者派遣,01,労働者派遣,11,技能系業務,A
7C0101,7C,ライセンス（ソフトウェア）,01,製品搭載ソフト,01,ソフトウェア使用料,A
7C0103,7C,ライセンス（ソフトウェア）,01,製品搭載ソフト,03,ソフトウェア保守,A
7C0105,7C,ライセンス（ソフトウェア）,01,製品搭載ソフト,05,カスタム開発,A
7C0107,7C,ライセンス（ソフトウェア）,01,製品搭載ソフト,07,ポーティング,A
7C0109,7C,ライセンス（ソフトウェア）,01,製品搭載ソフト,09,技術サポート/エンジニアリングサービス,A
7C0311,7C,ライセンス（ソフトウェア）,03,販売目的のクラウドサービス,11,クラウドサービス利用料,A
7C0501,7C,ライセンス（ソフトウェア）,05,製品開発／評価ツール（ソフト開発用）,01,ソフトウェア使用料,A
7C0503,7C,ライセンス（ソフトウェア）,05,製品開発／評価ツール（ソフト開発用）,03,ソフトウェア保守,A
7C0505,7C,ライセンス（ソフトウェア）,05,製品開発／評価ツール（ソフト開発用）,05,カスタム開発,A
7C0507,7C,ライセンス（ソフトウェア）,05,製品開発／評価ツール（ソフト開発用）,07,ポーティング,A
7C0509,7C,ライセンス（ソフトウェア）,05,製品開発／評価ツール（ソフト開発用）,09,技術サポート/エンジニアリングサービス,A
7C0701,7C,ライセンス（ソフトウェア）,07,製品開発／評価ツール（メカハード開発用）,01,ソフトウェア使用料,A
7C0703,7C,ライセンス（ソフトウェア）,07,製品開発／評価ツール（メカハード開発用）,03,ソフトウェア保守,A
7C0705,7C,ライセンス（ソフトウェア）,07,製品開発／評価ツール（メカハード開発用）,05,カスタム開発,A
7C0707,7C,ライセンス（ソフトウェア）,07,製品開発／評価ツール（メカハード開発用）,07,ポーティング,A
7C0709,7C,ライセンス（ソフトウェア）,07,製品開発／評価ツール（メカハード開発用）,09,技術サポート/エンジニアリングサービス,A
7C0901,7C,ライセンス（ソフトウェア）,09,オフィス業務ソフト,01,ソフトウェア使用料,A
7C0903,7C,ライセンス（ソフトウェア）,09,オフィス業務ソフト,03,ソフトウェア保守,A
7C0905,7C,ライセンス（ソフトウェア）,09,オフィス業務ソフト,05,カスタム開発,A
7C0907,7C,ライセンス（ソフトウェア）,09,オフィス業務ソフト,07,ポーティング,A
7C0909,7C,ライセンス（ソフトウェア）,09,オフィス業務ソフト,09,技術サポート/エンジニアリングサービス,A
7C1101,7C,ライセンス（ソフトウェア）,11,製造・生産管理業務ソフト(設備専用ソフト除く),01,ソフトウェア使用料,A
7C1103,7C,ライセンス（ソフトウェア）,11,製造・生産管理業務ソフト(設備専用ソフト除く),03,ソフトウェア保守,A
7C1105,7C,ライセンス（ソフトウェア）,11,製造・生産管理業務ソフト(設備専用ソフト除く),05,カスタム開発,A
7C1107,7C,ライセンス（ソフトウェア）,11,製造・生産管理業務ソフト(設備専用ソフト除く),07,ポーティング,A
7C1109,7C,ライセンス（ソフトウェア）,11,製造・生産管理業務ソフト(設備専用ソフト除く),09,技術サポート/エンジニアリングサービス,A
7C1311,7C,ライセンス（ソフトウェア）,13,自社利用のクラウドサービス,11,クラウドサービス利用料,A
9S0101,9S,用度品,01,事務用品,01,文具,A
9S0103,9S,用度品,01,事務用品,03,ＯＡ消耗品,A
9S0199,9S,用度品,01,事務用品,99,その他,A
9S0201,9S,用度品,02,日用品,01,生活用品,A
9S0202,9S,用度品,02,日用品,02,清掃用品,A
9S0203,9S,用度品,02,日用品,03,防災用品,A
9S0204,9S,用度品,02,日用品,04,実験用器具,A
9S0211,9S,用度品,02,日用品,11,食品,A
9S0221,9S,用度品,02,日用品,21,医薬品・医療用品,A
9S0299,9S,用度品,02,日用品,99,その他,A
9S0301,9S,用度品,03,一般家電,01,生活,A
9S0302,9S,用度品,03,一般家電,02,空調,A
9S0305,9S,用度品,03,一般家電,05,情報機器,A
9S0399,9S,用度品,03,一般家電,99,その他,A
9S0401,9S,用度品,04,オフィス設備,01,事務機器,A
9S0402,9S,用度品,04,オフィス設備,02,什器,A
9S0495,9S,用度品,04,オフィス設備,95,リース・レンタル,A
9S0501,9S,用度品,05,衣類,01,職服,A
9S0502,9S,用度品,05,衣類,02,保護具,A
9S0503,9S,用度品,05,衣類,03,帽子,A
9S0504,9S,用度品,05,衣類,04,靴,A
9S0599,9S,用度品,05,衣類,99,その他,A
9S2101,9S,用度品,21,サービス,01,調整・修理,A
9S2105,9S,用度品,21,サービス,05,回収作業,A
9S2107,9S,用度品,21,サービス,07,リサイクル作業,A
9S2111,9S,用度品,21,サービス,11,物流,A
9S2121,9S,用度品,21,サービス,21,コンサルティング,A
9S2195,9S,用度品,21,サービス,95,リース・レンタル,A
9S2199,9S,用度品,21,サービス,99,その他,A
9S4101,9S,用度品,41,贈呈品,01,菓子,A
9S4102,9S,用度品,41,贈呈品,02,デンソー製品,A
9S4103,9S,用度品,41,贈呈品,03,金券,A
9S4104,9S,用度品,41,贈呈品,04,オリジナル商品,A
9S9999,9S,用度品,99,その他,99,その他,A
W11111,W1,【製品用サンプル/試作品】電子部品,11,半導体,11,トランジスタ,A
W11113,W1,【製品用サンプル/試作品】電子部品,11,半導体,13,ダイオード,A
W11114,W1,【製品用サンプル/試作品】電子部品,11,半導体,14,オルタ用ダイオード,A
W11115,W1,【製品用サンプル/試作品】電子部品,11,半導体,15,IC/センサ,A
W11117,W1,【製品用サンプル/試作品】電子部品,11,半導体,17,IPD/ドライバ,A
W11119,W1,【製品用サンプル/試作品】電子部品,11,半導体,19,通信,A
W11121,W1,【製品用サンプル/試作品】電子部品,11,半導体,21,電源,A
W11123,W1,【製品用サンプル/試作品】電子部品,11,半導体,23,フォト,A
W11125,W1,【製品用サンプル/試作品】電子部品,11,半導体,25,MCU/SoC,A
W11126,W1,【製品用サンプル/試作品】電子部品,11,半導体,26,ファンドリ(GaN),A
W11127,W1,【製品用サンプル/試作品】電子部品,11,半導体,27,ファンドリ（シリコン）,A
W11128,W1,【製品用サンプル/試作品】電子部品,11,半導体,28,ファンドリ(SiC),A
W11129,W1,【製品用サンプル/試作品】電子部品,11,半導体,29,LED,A
W11131,W1,【製品用サンプル/試作品】電子部品,11,半導体,31,メモリー,A
W11133,W1,【製品用サンプル/試作品】電子部品,11,半導体,33,IGBT,A
W11135,W1,【製品用サンプル/試作品】電子部品,11,半導体,35,ウェハ加工,A
W11137,W1,【製品用サンプル/試作品】電子部品,11,半導体,37,FPGA,A
W11139,W1,【製品用サンプル/試作品】電子部品,11,半導体,39,マスクチャージ,A
W11141,W1,【製品用サンプル/試作品】電子部品,11,半導体,41,SiCチップ,A
W11142,W1,【製品用サンプル/試作品】電子部品,11,半導体,42,SiCモジュール,A
W11143,W1,【製品用サンプル/試作品】電子部品,11,半導体,43,GaNチップ,A
W11199,W1,【製品用サンプル/試作品】電子部品,11,半導体,99,その他,A
W11311,W1,【製品用サンプル/試作品】電子部品,13,電気部品,11,抵抗,A
W11313,W1,【製品用サンプル/試作品】電子部品,13,電気部品,13,サーミスタ,A
W11315,W1,【製品用サンプル/試作品】電子部品,13,電気部品,15,コンデンサ,A
W11317,W1,【製品用サンプル/試作品】電子部品,13,電気部品,17,平滑コンデンサ,A
W11319,W1,【製品用サンプル/試作品】電子部品,13,電気部品,19,発振デバイス,A
W11321,W1,【製品用サンプル/試作品】電子部品,13,電気部品,21,リレー,A
W11323,W1,【製品用サンプル/試作品】電子部品,13,電気部品,23,スイッチ,A
W11325,W1,【製品用サンプル/試作品】電子部品,13,電気部品,25,ヒューズ,A
W11327,W1,【製品用サンプル/試作品】電子部品,13,電気部品,27,バリスタ,A
W11329,W1,【製品用サンプル/試作品】電子部品,13,電気部品,29,圧電素子,A
W11331,W1,【製品用サンプル/試作品】電子部品,13,電気部品,31,インダクタ（コイル）,A
W11333,W1,【製品用サンプル/試作品】電子部品,13,電気部品,33,ブザー・スピーカ,A
W11335,W1,【製品用サンプル/試作品】電子部品,13,電気部品,35,電池モジュール,A
W11337,W1,【製品用サンプル/試作品】電子部品,13,電気部品,37,イグナイタ,A
W11339,W1,【製品用サンプル/試作品】電子部品,13,電気部品,39,電源モジュール,A
W11399,W1,【製品用サンプル/試作品】電子部品,13,電気部品,99,その他,A
W11511,W1,【製品用サンプル/試作品】電子部品,15,プリント基板,11,ガラスエポキシ基板,A
W11513,W1,【製品用サンプル/試作品】電子部品,15,プリント基板,13,ガラスコンポジットエポキシ基板,A
W11515,W1,【製品用サンプル/試作品】電子部品,15,プリント基板,15,アルミ基板,A
W11517,W1,【製品用サンプル/試作品】電子部品,15,プリント基板,17,セラミック基板,A
W11519,W1,【製品用サンプル/試作品】電子部品,15,プリント基板,19,フレキシブル基板,A
W11521,W1,【製品用サンプル/試作品】電子部品,15,プリント基板,21,紙フェノール基板,A
W11711,W1,【製品用サンプル/試作品】電子部品,17,コネクタ,11,車両コネクタ,A
W11713,W1,【製品用サンプル/試作品】電子部品,17,コネクタ,13,内部コネクタ,A
W11715,W1,【製品用サンプル/試作品】電子部品,17,コネクタ,15,バスバーモジュール/ジャンクションボックス,A
W11911,W1,【製品用サンプル/試作品】電子部品,19,表示デバイス,11,TFT,A
W11913,W1,【製品用サンプル/試作品】電子部品,19,表示デバイス,13,SEG LCD,A
W11915,W1,【製品用サンプル/試作品】電子部品,19,表示デバイス,15,DOT LCD,A
W11917,W1,【製品用サンプル/試作品】電子部品,19,表示デバイス,17,OLED,A
W11919,W1,【製品用サンプル/試作品】電子部品,19,表示デバイス,19,VFD,A
W11921,W1,【製品用サンプル/試作品】電子部品,19,表示デバイス,21,BACK LIGHT,A
W11923,W1,【製品用サンプル/試作品】電子部品,19,表示デバイス,23,TOUCH PANEL,A
W12111,W1,【製品用サンプル/試作品】電子部品,21,内製半導体用部品,11,LEAD-FRAME,A
W12113,W1,【製品用サンプル/試作品】電子部品,21,内製半導体用部品,13,HERMETIC SEAL,A
W12115,W1,【製品用サンプル/試作品】電子部品,21,内製半導体用部品,15,PKG OUT-SOURCING,A
W12311,W1,【製品用サンプル/試作品】電子部品,23,電子モジュール,11,電子センサー/サーミスタ,A
W12313,W1,【製品用サンプル/試作品】電子部品,23,電子モジュール,13,通信モジュール,A
W12315,W1,【製品用サンプル/試作品】電子部品,23,電子モジュール,15,アンテナ,A
W12317,W1,【製品用サンプル/試作品】電子部品,23,電子モジュール,17,EMS,A
W12319,W1,【製品用サンプル/試作品】電子部品,23,電子モジュール,19,チューナー,A
W12321,W1,【製品用サンプル/試作品】電子部品,23,電子モジュール,21,デッキ,A
W12323,W1,【製品用サンプル/試作品】電子部品,23,電子モジュール,23,走行安全カメラ・レンズ・レーザーモジュール・ソナー,A
W12325,W1,【製品用サンプル/試作品】電子部品,23,電子モジュール,25,記録モジュール,A
W12327,W1,【製品用サンプル/試作品】電子部品,23,電子モジュール,27,ハプテックデバイス,A
W12329,W1,【製品用サンプル/試作品】電子部品,23,電子モジュール,29,ナビ用冷却ファン,A
W12331,W1,【製品用サンプル/試作品】電子部品,23,電子モジュール,31,非自動車製品用電子モジュール,A
W19101,W1,【製品用サンプル/試作品】電子部品,91,特別輸送費,01,特別輸送費,A
W31111,W3,【製品用サンプル/試作品】加工,11,樹脂成形,11,大物,A
W31113,W3,【製品用サンプル/試作品】加工,11,樹脂成形,13,小物/中物,A
W31115,W3,【製品用サンプル/試作品】加工,11,樹脂成形,15,インサート,A
W31117,W3,【製品用サンプル/試作品】加工,11,樹脂成形,17,熱硬化,A
W31119,W3,【製品用サンプル/試作品】加工,11,樹脂成形,19,ブロー成形/押し出し成型,A
W31121,W3,【製品用サンプル/試作品】加工,11,樹脂成形,21,加飾部品,A
W31323,W3,【製品用サンプル/試作品】加工,13,ゴム成形,23,一般,A
W31325,W3,【製品用サンプル/試作品】加工,13,ゴム成形,25,ホース,A
W31327,W3,【製品用サンプル/試作品】加工,13,ゴム成形,27,精密ゴム,A
W31329,W3,【製品用サンプル/試作品】加工,13,ゴム成形,29,特殊,A
W31531,W3,【製品用サンプル/試作品】加工,15,非金属プレス,31,非金属プレス,A
W31733,W3,【製品用サンプル/試作品】加工,17,プレス,33,深絞り,A
W31735,W3,【製品用サンプル/試作品】加工,17,プレス,35,中物絞り,A
W31737,W3,【製品用サンプル/試作品】加工,17,プレス,37,板鍛造,A
W31739,W3,【製品用サンプル/試作品】加工,17,プレス,39,スプリング,A
W31741,W3,【製品用サンプル/試作品】加工,17,プレス,41,積層,A
W31743,W3,【製品用サンプル/試作品】加工,17,プレス,43,ターミナル,A
W31745,W3,【製品用サンプル/試作品】加工,17,プレス,45,一般,A
W31747,W3,【製品用サンプル/試作品】加工,17,プレス,47,特殊,A
W32149,W3,【製品用サンプル/試作品】加工,21,ダイカスト,49,一般品,A
W32151,W3,【製品用サンプル/試作品】加工,21,ダイカスト,51,耐圧品,A
W32153,W3,【製品用サンプル/試作品】加工,21,ダイカスト,53,薄肉品,A
W32155,W3,【製品用サンプル/試作品】加工,21,ダイカスト,55,大型構造,A
W32357,W3,【製品用サンプル/試作品】加工,23,焼結,57,重切削,A
W32359,W3,【製品用サンプル/試作品】加工,23,焼結,59,磁性材,A
W32361,W3,【製品用サンプル/試作品】加工,23,焼結,61,一般焼結,A
W32363,W3,【製品用サンプル/試作品】加工,23,焼結,63,軸受,A
W32565,W3,【製品用サンプル/試作品】加工,25,切削,65,1W切削,A
W32567,W3,【製品用サンプル/試作品】加工,25,切削,67,バー材切削,A
W32769,W3,【製品用サンプル/試作品】加工,27,鍛造,69,熱/温鍛,A
W32771,W3,【製品用サンプル/試作品】加工,27,鍛造,71,冷鍛,A
W32773,W3,【製品用サンプル/試作品】加工,27,鍛造,73,螺子,A
W32901,W3,【製品用サンプル/試作品】加工,29,処理,01,熱処理,A
W32903,W3,【製品用サンプル/試作品】加工,29,処理,03,表面処理,A
W32905,W3,【製品用サンプル/試作品】加工,29,処理,05,塗装,A
W39101,W3,【製品用サンプル/試作品】加工,91,特別輸送費,01,特別輸送費,A
W51111,W5,【製品用サンプル/試作品】組付・専門,11,接点,11,プラグチップ,A
W51199,W5,【製品用サンプル/試作品】組付・専門,11,接点,99,その他,A
W51311,W5,【製品用サンプル/試作品】組付・専門,13,磁石,11,焼結,A
W51313,W5,【製品用サンプル/試作品】組付・専門,13,磁石,13,ボンド,A
W51399,W5,【製品用サンプル/試作品】組付・専門,13,磁石,99,その他,A
W51511,W5,【製品用サンプル/試作品】組付・専門,15,ブラシ,11,銅,A
W51513,W5,【製品用サンプル/試作品】組付・専門,15,ブラシ,13,カーボン,A
W51711,W5,【製品用サンプル/試作品】組付・専門,17,コンミテータ,11,銅,A
W51713,W5,【製品用サンプル/試作品】組付・専門,17,コンミテータ,13,カーボン,A
W51911,W5,【製品用サンプル/試作品】組付・専門,19,ガラス,11,ハーメチック,A
W51913,W5,【製品用サンプル/試作品】組付・専門,19,ガラス,13,サイトグラス,A
W51915,W5,【製品用サンプル/試作品】組付・専門,19,ガラス,15,リングガラス,A
W51917,W5,【製品用サンプル/試作品】組付・専門,19,ガラス,17,タブレット,A
W52111,W5,【製品用サンプル/試作品】組付・専門,21,鏡,11,平面鏡,A
W52113,W5,【製品用サンプル/試作品】組付・専門,21,鏡,13,凹面鏡,A
W52311,W5,【製品用サンプル/試作品】組付・専門,23,梱包・包装材,11,ダンボール,A
W52313,W5,【製品用サンプル/試作品】組付・専門,23,梱包・包装材,13,スチロール,A
W52315,W5,【製品用サンプル/試作品】組付・専門,23,梱包・包装材,15,ポリ袋,A
W52317,W5,【製品用サンプル/試作品】組付・専門,23,梱包・包装材,17,化粧箱,A
W52319,W5,【製品用サンプル/試作品】組付・専門,23,梱包・包装材,19,PPトレー,A
W52321,W5,【製品用サンプル/試作品】組付・専門,23,梱包・包装材,21,プラスチック箱,A
W52323,W5,【製品用サンプル/試作品】組付・専門,23,梱包・包装材,23,木パレット,A
W52325,W5,【製品用サンプル/試作品】組付・専門,23,梱包・包装材,25,木箱,A
W52327,W5,【製品用サンプル/試作品】組付・専門,23,梱包・包装材,27,鉄ラック,A
W52399,W5,【製品用サンプル/試作品】組付・専門,23,梱包・包装材,99,その他,A
W52511,W5,【製品用サンプル/試作品】組付・専門,25,バルブ,11,エキパン,A
W52513,W5,【製品用サンプル/試作品】組付・専門,25,バルブ,13,電磁弁,A
W52515,W5,【製品用サンプル/試作品】組付・専門,25,バルブ,15,ウォーターバルブ,A
W52517,W5,【製品用サンプル/試作品】組付・専門,25,バルブ,17,ワックスサーモバルブ,A
W52599,W5,【製品用サンプル/試作品】組付・専門,25,バルブ,99,その他,A
W52711,W5,【製品用サンプル/試作品】組付・専門,27,配管,11,アルミ配管,A
W52713,W5,【製品用サンプル/試作品】組付・専門,27,配管,13,SUS配管,A
W52715,W5,【製品用サンプル/試作品】組付・専門,27,配管,15,鉄配管,A
W52717,W5,【製品用サンプル/試作品】組付・専門,27,配管,17,銅配管,A
W52799,W5,【製品用サンプル/試作品】組付・専門,27,配管,99,その他（真鍮など）,A
W52911,W5,【製品用サンプル/試作品】組付・専門,29,A/CホースASSY,11,ホースASSY（アルミ金具）,A
W52913,W5,【製品用サンプル/試作品】組付・専門,29,A/CホースASSY,13,ホースASSY（鉄金具）,A
W52999,W5,【製品用サンプル/試作品】組付・専門,29,A/CホースASSY,99,その他,A
W53111,W5,【製品用サンプル/試作品】組付・専門,31,コンプレッサ,11,自動車用,A
W53113,W5,【製品用サンプル/試作品】組付・専門,31,コンプレッサ,13,CO2給湯器,A
W53115,W5,【製品用サンプル/試作品】組付・専門,31,コンプレッサ,15,非自動車（全館空調、インスパック、等）,A
W53311,W5,【製品用サンプル/試作品】組付・専門,33,A/C用補助ヒータ,11,PTCヒータ,A
W53313,W5,【製品用サンプル/試作品】組付・専門,33,A/C用補助ヒータ,13,燃焼式ヒータ,A
W53315,W5,【製品用サンプル/試作品】組付・専門,33,A/C用補助ヒータ,15,水加熱ヒータ,A
W53511,W5,【製品用サンプル/試作品】組付・専門,35,濾紙,11,キャビンエアフィルタ,A
W53513,W5,【製品用サンプル/試作品】組付・専門,35,濾紙,13,燃料フィルタ,A
W53515,W5,【製品用サンプル/試作品】組付・専門,35,濾紙,15,オイルフィルタ,A
W53711,W5,【製品用サンプル/試作品】組付・専門,37,HVAC,11,自動車,A
W53713,W5,【製品用サンプル/試作品】組付・専門,37,HVAC,13,トラック,A
W53715,W5,【製品用サンプル/試作品】組付・専門,37,HVAC,15,バス,A
W53717,W5,【製品用サンプル/試作品】組付・専門,37,HVAC,17,農建機,A
W53911,W5,【製品用サンプル/試作品】組付・専門,39,熱交換器,11,アルミ,A
W53913,W5,【製品用サンプル/試作品】組付・専門,39,熱交換器,13,銅,A
W53915,W5,【製品用サンプル/試作品】組付・専門,39,熱交換器,15,ステンレス,A
W54111,W5,【製品用サンプル/試作品】組付・専門,41,ネームプレート,11,PET,A
W54113,W5,【製品用サンプル/試作品】組付・専門,41,ネームプレート,13,ユポ,A
W54115,W5,【製品用サンプル/試作品】組付・専門,41,ネームプレート,15,アート紙,A
W54117,W5,【製品用サンプル/試作品】組付・専門,41,ネームプレート,17,アルミ,A
W54119,W5,【製品用サンプル/試作品】組付・専門,41,ネームプレート,19,亜銀,A
W54121,W5,【製品用サンプル/試作品】組付・専門,41,ネームプレート,21,銅,A
W54199,W5,【製品用サンプル/試作品】組付・専門,41,ネームプレート,99,その他,A
W54311,W5,【製品用サンプル/試作品】組付・専門,43,ベアリング,11,玉軸受,A
W54313,W5,【製品用サンプル/試作品】組付・専門,43,ベアリング,13,針状ころ軸受,A
W54315,W5,【製品用サンプル/試作品】組付・専門,43,ベアリング,15,円筒ころ軸受,A
W54317,W5,【製品用サンプル/試作品】組付・専門,43,ベアリング,17,円すいころ軸受,A
W54319,W5,【製品用サンプル/試作品】組付・専門,43,ベアリング,19,スラスト玉軸受,A
W54321,W5,【製品用サンプル/試作品】組付・専門,43,ベアリング,21,スラスト針状ころ軸受,A
W54323,W5,【製品用サンプル/試作品】組付・専門,43,ベアリング,23,スラスト円筒ころ軸受,A
W54325,W5,【製品用サンプル/試作品】組付・専門,43,ベアリング,25,スラスト円すいころ軸受,A
W54327,W5,【製品用サンプル/試作品】組付・専門,43,ベアリング,27,すべり軸受け,A
W54329,W5,【製品用サンプル/試作品】組付・専門,43,ベアリング,29,クラッチプーリ,A
W54399,W5,【製品用サンプル/試作品】組付・専門,43,ベアリング,99,その他,A
W54511,W5,【製品用サンプル/試作品】組付・専門,45,センサ組付,11,コモンレール圧,A
W54513,W5,【製品用サンプル/試作品】組付・専門,45,センサ組付,13,ガソリン直噴圧,A
W54515,W5,【製品用サンプル/試作品】組付・専門,45,センサ組付,15,吸気圧,A
W54517,W5,【製品用サンプル/試作品】組付・専門,45,センサ組付,17,レイン,A
